word,lemma,porter_stem
celia,celia,celia
mendoza,mendoza,mendoza
everton,everton,everton
fortunes,fortune,fortun
prejudice,prejudice,prejudic
starving,starve,starv
reassigned,reassign,reassign
steamer,steamer,steamer
tuck,tuck,tuck
evenly,evenly,evenli
foreman,foreman,foreman
dans,dan,dan
envisioned,envision,envis
slit,slit,slit
baseman,baseman,baseman
liberia,liberia,liberia
rosemary,rosemary,rosemari
electrified,electrify,electrifi
periodically,periodically,period
potassium,potassium,potassium
stride,stride,stride
contexts,contexts,context
sperm,sperm,sperm
slade,slade,slade
mariners,mariners,marin
influx,influx,influx
bianca,bianca,bianca
subcommittee,subcommittee,subcommitte
spilling,spilling,spill
icao,icao,icao
estuary,estuary,estuari
delivers,deliver,deliv
iphone,iphone,iphon
isa,isa,isa
mira,mira,mira
bohemian,bohemian,bohemian
dessert,dessert,dessert
welcoming,welcome,welcom
proudly,proudly,proudli
slowing,slow,slow
musee,musee,muse
ascension,ascension,ascens
russ,russ,russ
waits,wait,wait
africans,african,african
exploit,exploit,exploit
gov,gov,gov
eccentric,eccentric,eccentr
crab,crab,crab
peck,peck,peck
entrances,entrance,entranc
formidable,formidable,formid
marketplace,marketplace,marketplac
groom,groom,groom
bolted,bolt,bolt
metabolism,metabolism,metabol
patton,patton,patton
robbins,robbin,robbin
courier,courier,courier
payload,payload,payload
endure,endure,endur
andes,ande,and
refrigerator,refrigerator,refriger
ornate,ornate,ornat
ruthless,ruthless,ruthless
illegitimate,illegitimate,illegitim
masonry,masonry,masonri
strasbourg,strasbourg,strasbourg
bikes,bike,bike
adobe,adobe,adob
apples,apple,appl
quintet,quintet,quintet
willingly,willingly,willingli
niche,niche,nich
bakery,bakery,bakeri
corpses,corpse,corps
energetic,energetic,energet
centimeters,centimeter,centimet
centro,centro,centro
fuscous,fuscous,fuscou
cretaceous,cretaceous,cretac
rancho,rancho,rancho
andrei,andrei,andrei
telecom,telecom,telecom
tottenham,tottenham,tottenham
oasis,oasis,oasi
ordination,ordination,ordin
vulnerability,vulnerability,vulner
presiding,presiding,presid
corey,corey,corey
cp,cp,cp
penguins,penguins,penguin
sims,sims,sim
malawi,malawi,malawi
piss,piss,piss
correction,correction,correct
countdown,countdown,countdown
detectives,detective,detect
psychiatrist,psychiatrist,psychiatrist
psychedelic,psychedelic,psychedel
dinosaurs,dinosaur,dinosaur
blouse,blouse,blous
choi,choi,choi
vowed,vow,vow
randomly,randomly,randomli
scrub,scrub,scrub
blanche,blanche,blanch
bruins,bruin,bruin
dusseldorf,dusseldorf,dusseldorf
unwanted,unwanted,unwant
dominique,dominique,dominiqu
elevations,elevation,elev
headlights,headlight,headlight
om,om,om
laguna,laguna,laguna
famously,famously,famous
ignorance,ignorance,ignor
shrewsbury,shrewsbury,shrewsburi
ajax,ajax,ajax
breuning,breune,breun
che,che,che
confederacy,confederacy,confederaci
greco,greco,greco
overhaul,overhaul,overhaul
paz,paz,paz
skirts,skirts,skirt
disagreement,disagreement,disagr
cruelty,cruelty,cruelti
jagged,jagged,jag
phoebe,phoebe,phoeb
shifter,shifter,shifter
hovered,hover,hover
viruses,virus,virus
mandy,mandy,mandi
landlord,landlord,landlord
squirrel,squirrel,squirrel
dashed,dash,dash
ornamental,ornamental,ornament
gag,gag,gag
wally,wally,walli
grange,grange,grang
literal,literal,liter
spurs,spur,spur
undisclosed,undisclosed,undisclos
proceeding,proceed,proceed
yin,yin,yin
billie,billie,billi
orphan,orphan,orphan
spanned,span,span
humidity,humidity,humid
indy,indy,indi
weighted,weight,weight
presentations,presentation,present
explosions,explosion,explos
lucian,lucian,lucian
vaughn,vaughn,vaughn
hindus,hindus,hindu
psycho,psycho,psycho
daytona,daytona,daytona
protects,protect,protect
efficiently,efficiently,effici
rematch,rematch,rematch
sly,sly,sli
tandem,tandem,tandem
rebranded,rebrande,rebrand
impaired,impair,impair
hee,hee,hee
metropolis,metropolis,metropoli
peach,peach,peach
godfrey,godfrey,godfrey
diaspora,diaspora,diaspora
ethnicity,ethnicity,ethnic
prosperous,prosperous,prosper
gleaming,gleaming,gleam
dar,dar,dar
grossing,gross,gross
playback,playback,playback
stripe,stripe,stripe
pistols,pistol,pistol
births,birth,birth
labelled,label,label
rudy,rudy,rudi
alba,alba,alba
aquarium,aquarium,aquarium
hostility,hostility,hostil
shudder,shudder,shudder
sumatra,sumatra,sumatra
hardest,hard,hardest
lakers,laker,laker
consonant,consonant,conson
creeping,creep,creep
demos,demos,demo
homicide,homicide,homicid
capsule,capsule,capsul
zeke,zeke,zeke
liberties,liberty,liberti
expulsion,expulsion,expuls
pueblo,pueblo,pueblo
trait,trait,trait
transporting,transport,transport
depart,depart,depart
gregg,gregg,gregg
mold,mold,mold
ledge,ledge,ledg
hangar,hangar,hangar
oldham,oldham,oldham
playboy,playboy,playboy
termination,termination,termin
analysts,analyst,analyst
gmbh,gmbh,gmbh
romero,romero,romero
insist,insist,insist
cradle,cradle,cradl
filthy,filthy,filthi
brightness,brightness,bright
slash,slash,slash
shootout,shootout,shootout
deposed,depose,depos
bordering,border,border
isis,isis,isi
microwave,microwave,microwav
tumbled,tumble,tumbl
sheltered,shelter,shelter
cathy,cathy,cathi
werewolves,werewolf,werewolv
messy,messy,messi
andersen,andersen,andersen
convex,convex,convex
clapped,clap,clap
clinched,clinch,clinch
satire,satire,satir
wasting,waste,wast
edo,edo,edo
vc,vc,vc
rufus,rufus,rufu
mont,mont,mont
poznan,poznan,poznan
restructuring,restructure,restructur
transverse,transverse,transvers
azerbaijani,azerbaijani,azerbaijani
slovene,slovene,sloven
gestures,gesture,gestur
roommate,roommate,roommat
choking,choke,choke
shear,shear,shear
vanguard,vanguard,vanguard
oblivious,oblivious,oblivi
disagreed,disagreed,disagre
baptism,baptism,baptism
coliseum,coliseum,coliseum
salvage,salvage,salvag
societe,societe,societ
cory,cory,cori
locke,locke,lock
relocation,relocation,reloc
relying,rely,reli
versailles,versaille,versail
ahl,ahl,ahl
swelling,swell,swell
cheerful,cheerful,cheer
gin,gin,gin
sarajevo,sarajevo,sarajevo
obstacle,obstacle,obstacl
diverted,divert,divert
messed,mess,mess
thoroughbred,thoroughbred,thoroughbr
fluttered,flutter,flutter
utrecht,utrecht,utrecht
chewed,chew,chew
acquaintance,acquaintance,acquaint
assassins,assassin,assassin
dispatch,dispatch,dispatch
mirza,mirza,mirza
nike,nike,nike
salzburg,salzburg,salzburg
swell,swell,swell
yen,yen,yen
idle,idle,idl
ligue,ligue,ligu
samson,samson,samson
playful,playful,play
spawned,spawn,spawn
tease,tease,teas
burgundy,burgundy,burgundi
stirring,stir,stir
skeptical,skeptical,skeptic
interceptions,interception,intercept
marathi,marathi,marathi
bedrooms,bedroom,bedroom
aroused,arouse,arous
pinch,pinch,pinch
preferences,preference,prefer
tattoos,tattoo,tattoo
buster,buster,buster
digitally,digitally,digit
projecting,project,project
rust,rust,rust
kitten,kitten,kitten
priorities,priority,prioriti
addison,addison,addison
pseudo,pseudo,pseudo
dusk,dusk,dusk
icons,icon,icon
sermon,sermon,sermon
bt,bt,bt
ju,ju,ju
truce,truce,truce
rink,rink,rink
defects,defect,defect
psychiatry,psychiatry,psychiatri
offences,offence,offenc
calculate,calculate,calcul
glucose,glucose,glucos
francaise,francaise,francais
richest,rich,richest
warwickshire,warwickshire,warwickshir
carly,carly,carli
purity,purity,puriti
redemption,redemption,redempt
lending,lending,lend
muse,muse,muse
bruises,bruise,bruis
cerebral,cerebral,cerebr
aero,aero,aero
carving,carve,carv
preface,preface,prefac
terminology,terminology,terminolog
invade,invade,invad
monty,monty,monti
anarchist,anarchist,anarchist
blurred,blur,blur
rossi,rossi,rossi
treats,treat,treat
guts,gut,gut
shu,shu,shu
foothills,foothill,foothil
ballads,ballad,ballad
undertaking,undertake,undertak
premise,premise,premis
cecilia,cecilia,cecilia
affiliates,affiliate,affili
blasted,blast,blast
conditional,conditional,condit
wilder,wilder,wilder
minors,minor,minor
drone,drone,drone
rudolph,rudolph,rudolph
buffy,buffy,buffi
swallowing,swallow,swallow
horton,horton,horton
attested,attest,attest
rutherford,rutherford,rutherford
howell,howell,howel
primetime,primetime,primetim
livery,livery,liveri
penal,penal,penal
minimize,minimize,minim
hydro,hydro,hydro
wrecked,wreck,wreck
wrought,wrought,wrought
palazzo,palazzo,palazzo
cans,can,can
vernacular,vernacular,vernacular
friedman,friedman,friedman
nobleman,nobleman,nobleman
shale,shale,shale
walnut,walnut,walnut
danielle,danielle,daniel
sears,sear,sear
chords,chord,chord
lend,lend,lend
flipping,flip,flip
streamed,stream,stream
por,por,por
dracula,dracula,dracula
gallons,gallon,gallon
sacrifices,sacrifice,sacrific
gamble,gamble,gambl
orphanage,orphanage,orphanag
mckenzie,mckenzie,mckenzi
boxers,boxer,boxer
daly,daly,dali
exploited,exploit,exploit
slated,slate,slate
circling,circle,circl
hillary,hillary,hillari
pinched,pinch,pinch
goldberg,goldberg,goldberg
provost,provost,provost
campaigning,campaign,campaign
lim,lim,lim
piles,pile,pile
ironically,ironically,iron
jong,jong,jong
mohan,mohan,mohan
successors,successor,successor
usaf,usaf,usaf
autobiographical,autobiographical,autobiograph
haute,haute,haut
preserves,preserve,preserv
acquitted,acquit,acquit
comparisons,comparison,comparison
hydroelectric,hydroelectric,hydroelectr
gangs,gang,gang
cypriot,cypriot,cypriot
torpedoes,torpedo,torpedo
rushes,rush,rush
chrome,chrome,chrome
derive,derive,deriv
bumps,bump,bump
instability,instability,instabl
fiat,fiat,fiat
pets,pet,pet
silas,silas,sila
dye,dye,dye
reckless,reckless,reckless
settler,settler,settler
info,info,info
heats,heat,heat
canonical,canonical,canon
maltese,maltese,maltes
fins,fin,fin
mushroom,mushroom,mushroom
stacy,stacy,staci
aspen,aspen,aspen
avid,avid,avid
vickers,vickers,vicker
gaston,gaston,gaston
hillside,hillside,hillsid
statutes,statutes,statut
wilde,wilde,wild
gail,gail,gail
kung,kung,kung
sabine,sabine,sabin
comfortably,comfortably,comfort
motorcycles,motorcycle,motorcycl
pneumonia,pneumonia,pneumonia
fetch,fetch,fetch
axel,axel,axel
faintly,faintly,faintli
parallels,parallel,parallel
mclaren,mclaren,mclaren
spouse,spouse,spous
compton,compton,compton
interdisciplinary,interdisciplinary,interdisciplinari
miner,miner,miner
clamped,clamp,clamp
separates,separate,separ
versa,versa,versa
scarborough,scarborough,scarborough
labrador,labrador,labrador
rutgers,rutger,rutger
hurdles,hurdle,hurdl
como,como,como
burt,burt,burt
divers,diver,diver
wichita,wichita,wichita
cade,cade,cade
coincided,coincide,coincid
bruised,bruise,bruis
mla,mla,mla
vineyard,vineyard,vineyard
notch,notch,notch
mentioning,mention,mention
jase,jase,jase
hearted,hearted,heart
kits,kit,kit
doe,doe,doe
pomerania,pomerania,pomerania
ronan,ronan,ronan
seizure,seizure,seizur
pavel,pavel,pavel
problematic,problematic,problemat
domenico,domenico,domenico
catering,cater,cater
penelope,penelope,penelop
dependence,dependence,depend
parental,parental,parent
emilio,emilio,emilio
ministerial,ministerial,ministeri
atkinson,atkinson,atkinson
clarkson,clarkson,clarkson
chargers,chargers,charger
colby,colby,colbi
grill,grill,grill
peeked,peek,peek
arises,arise,aris
summon,summon,summon
fools,fool,fool
faculties,faculty,faculti
qaeda,qaeda,qaeda
garner,garner,garner
refurbished,refurbish,refurbish
geelong,geelong,geelong
disasters,disaster,disast
nudged,nudge,nudg
bs,bs,bs
shareholder,shareholder,sharehold
lori,lori,lori
algae,algae,alga
reinstated,reinstate,reinstat
rot,rot,rot
invites,invite,invit
stainless,stainless,stainless
inclusive,inclusive,inclus
diocesan,diocesan,diocesan
til,til,til
denomination,denomination,denomin
benton,benton,benton
floral,floral,floral
registers,register,regist
absurd,absurd,absurd
brunei,brunei,brunei
guangzhou,guangzhou,guangzhou
hitter,hitter,hitter
retaliation,retaliation,retali
blanc,blanc,blanc
nh,nh,nh
consistency,consistency,consist
contamination,contamination,contamin
dire,dire,dire
palermo,palermo,palermo
broadcasters,broadcaster,broadcast
diaries,diary,diari
inspire,inspire,inspir
vols,vol,vol
brewer,brewer,brewer
tightening,tighten,tighten
ky,ky,ky
mixtape,mixtape,mixtap
hormone,hormone,hormon
stokes,stoke,stoke
pg,pg,pg
sanitation,sanitation,sanit
intercontinental,intercontinental,intercontinent
apps,app,app
cylinders,cylinder,cylind
economies,economy,economi
favourable,favourable,favour
unison,unison,unison
croix,croix,croix
gertrude,gertrude,gertrud
odyssey,odyssey,odyssey
vanity,vanity,vaniti
dangling,dangle,dangl
upgrades,upgrade,upgrad
dice,dice,dice
middleweight,middleweight,middleweight
practitioner,practitioner,practition
henrik,henrik,henrik
parlor,parlor,parlor
orion,orion,orion
angered,anger,anger
lac,lac,lac
python,python,python
blurted,blurt,blurt
sensual,sensual,sensual
intends,intend,intend
swings,swing,swing
angled,angle,angl
husky,husky,huski
attain,attain,attain
peerage,peerage,peerag
precinct,precinct,precinct
textiles,textile,textil
cheltenham,cheltenham,cheltenham
shuffled,shuffle,shuffl
dai,dai,dai
confess,confess,confess
tasting,taste,tast
bhutan,bhutan,bhutan
tyrone,tyrone,tyron
segregation,segregation,segreg
abrupt,abrupt,abrupt
ruiz,ruiz,ruiz
smirked,smirk,smirk
blackwell,blackwell,blackwel
confidential,confidential,confidenti
browning,brown,brown
amounted,amount,amount
vase,vase,vase
scarce,scarce,scarc
fabulous,fabulous,fabul
raided,raid,raid
staple,staple,stapl
guyana,guyana,guyana
unemployed,unemployed,unemploy
glider,glider,glider
shay,shay,shay
carmine,carmine,carmin
troll,troll,troll
intervene,intervene,interven
squash,squash,squash
superstar,superstar,superstar
cylindrical,cylindrical,cylindr
len,len,len
roadway,roadway,roadway
researched,research,research
handy,handy,handi
meta,meta,meta
lao,lao,lao
declares,declare,declar
willem,willem,willem
shrubs,shrub,shrub
napoleonic,napoleonic,napoleon
realms,realm,realm
skater,skater,skater
qi,qi,qi
volkswagen,volkswagen,volkswagen
tad,tad,tad
hara,hara,hara
archaeologist,archaeologist,archaeologist
awkwardly,awkwardly,awkwardli
eerie,eerie,eeri
wiley,wiley,wiley
titus,titus,titu
organizers,organizers,organ
cfl,cfl,cfl
crusaders,crusader,crusad
lama,lama,lama
usb,usb,usb
vent,vent,vent
enraged,enrage,enrag
thankful,thankful,thank
occupants,occupant,occup
maximilian,maximilian,maximilian
possessing,possess,possess
textbooks,textbook,textbook
collaborator,collaborator,collabor
quaker,quaker,quaker
avalanche,avalanche,avalanch
mono,mono,mono
silky,silky,silki
straits,strait,strait
isaiah,isaiah,isaiah
mustang,mustang,mustang
surged,surge,surg
resolutions,resolution,resolut
potomac,potomac,potomac
descend,descend,descend
cl,cl,cl
kilograms,kilograms,kilogram
plato,plato,plato
strains,strain,strain
saturdays,saturday,saturday
bernstein,bernstein,bernstein
holstein,holstein,holstein
ponytail,ponytail,ponytail
belize,belize,beliz
conversely,conversely,convers
heroine,heroine,heroin
perpetual,perpetual,perpetu
charcoal,charcoal,charcoal
piedmont,piedmont,piedmont
glee,glee,glee
negotiating,negotiate,negoti
backdrop,backdrop,backdrop
prologue,prologue,prologu
pasadena,pasadena,pasadena
climbs,climb,climb
ramos,ramos,ramo
sunni,sunni,sunni
anand,anand,anand
deficiency,deficiency,defici
hertfordshire,hertfordshire,hertfordshir
stout,stout,stout
aperture,aperture,apertur
orioles,oriole,oriol
doncaster,doncaster,doncast
intrigued,intrigue,intrigu
bombed,bomb,bomb
coating,coat,coat
otis,otis,oti
cocktail,cocktail,cocktail
amir,amir,amir
arousal,arousal,arous
sar,sar,sar
dixie,dixie,dixi
pots,pot,pot
whereabouts,whereabouts,whereabout
drains,drain,drain
bullying,bully,bulli
cottages,cottage,cottag
scripture,scripture,scriptur
coherent,coherent,coher
fore,fore,fore
poe,poe,poe
appetite,appetite,appetit
sampled,sample,sampl
derrick,derrick,derrick
rotor,rotor,rotor
jays,jays,jay
peacock,peacock,peacock
installment,installment,instal
advisors,advisor,advisor
rodeo,rodeo,rodeo
scotch,scotch,scotch
ensued,ensue,ensu
rodrigo,rodrigo,rodrigo
dictatorship,dictatorship,dictatorship
martyrs,martyr,martyr
twenties,twenty,twenti
towed,tow,tow
incidence,incidence,incid
marta,marta,marta
rainforest,rainforest,rainforest
sai,sai,sai
scaled,scale,scale
oceanic,oceanic,ocean
qualifiers,qualifier,qualifi
symphonic,symphonic,symphon
mcbride,mcbride,mcbride
dislike,dislike,dislik
generalized,generalize,gener
aubrey,aubrey,aubrey
colonization,colonization,colon
disliked,dislike,dislik
lublin,lublin,lublin
salesman,salesman,salesman
spherical,spherical,spheric
whatsoever,whatsoever,whatsoev
sweating,sweat,sweat
avalon,avalon,avalon
contention,contention,content
punt,punt,punt
severity,severity,sever
alderman,alderman,alderman
atari,atari,atari
scarf,scarf,scarf
seville,seville,sevil
vertices,vertice,vertic
annexation,annexation,annex
fairfield,fairfield,fairfield
fascination,fascination,fascin
inspiring,inspire,inspir
launches,launch,launch
palatinate,palatinate,palatin
regretted,regret,regret
feral,feral,feral
elk,elk,elk
nap,nap,nap
olsen,olsen,olsen
reddy,reddy,reddi
yong,yong,yong
garment,garment,garment
transports,transport,transport
feng,feng,feng
gracie,gracie,graci
outrage,outrage,outrag
viceroy,viceroy,viceroy
insides,inside,insid
breakup,breakup,breakup
grady,grady,gradi
organizer,organizer,organ
softer,soft,softer
grimaced,grimace,grimac
murals,mural,mural
galicia,galicia,galicia
arranging,arrange,arrang
vectors,vector,vector
bas,bas,ba
sloan,sloan,sloan
bitten,bite,bitten
ara,ara,ara
fender,fender,fender
nausea,nausea,nausea
